,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,1666.6666666666665,1666.6666666666665,0.0,1666.6666666666665,1666.6666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1666.6666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1666.6666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,277.7777777777777,0.0,555.5555555555554,1111.1111111111109,1111.1111111111109,1111.1111111111109,0.0,555.5555555555554,555.5555555555554,277.7777777777777,0.0,555.5555555555554,277.7777777777777,0.0,277.7777777777777,277.7777777777777,277.7777777777777,277.7777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,833.3333333333331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.7777777777777,277.7777777777777,277.7777777777777,277.7777777777777,277.7777777777777,277.7777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,46.29629629629628,509.2592592592591,324.074074074074,509.2592592592591,0.0,648.148148148148,833.3333333333331,740.7407407407405,601.8518518518517,462.9629629629629,324.07407407407396,0.0,277.7777777777777,231.4814814814814,231.4814814814814,277.7777777777777,0.0,185.18518518518513,185.18518518518513,138.88888888888886,92.59259259259257,231.4814814814814,0.0,0.0,0.0,0.0,694.4444444444443,138.88888888888886,138.88888888888886,138.88888888888886,138.88888888888886,138.88888888888886,138.88888888888886,0.0,0.0,46.29629629629628,92.59259259259257,370.37037037037027,185.18518518518513,231.4814814814814,277.7777777777777,231.4814814814814,0.0,138.88888888888886,0.0,46.29629629629628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,609.5679012345678,92.59259259259257,146.6049382716049,0.0,231.4814814814814,516.9753086419751,470.67901234567887,509.2592592592591,555.5555555555554,547.8395061728394,0.0,493.827160493827,401.23456790123447,316.35802469135797,254.62962962962956,0.0,169.75308641975303,200.6172839506172,185.18518518518513,169.75308641975306,378.0864197530863,138.88888888888886,0.0,108.02469135802465,77.16049382716048,285.49382716049377,154.32098765432096,138.88888888888886,162.037037037037,185.18518518518513,208.3333333333333,231.48148148148144,138.88888888888886,115.7407407407407,92.59259259259257,77.16049382716048,293.20987654320976,108.02469135802467,115.7407407407407,154.32098765432093,200.6172839506172,0.0,216.0493827160493,0.0,146.60493827160488,0.0,69.44444444444443,30.86419753086419,30.86419753086419,7.716049382716047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.7407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.88888888888886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,471.96502057613156,101.5946502057613,117.0267489711934,0.0,141.46090534979422,312.4999999999999,266.2037037037036,243.05555555555546,312.4999999999999,380.65843621399165,0.0,433.3847736625513,429.52674897119323,417.95267489711915,385.8024691358023,0.0,244.34156378600815,272.633744855967,246.9135802469135,187.7572016460905,321.50205761316863,183.89917695473247,0.0,178.75514403292175,163.32304526748968,286.77983539094646,164.60905349794234,127.31481481481478,127.31481481481478,154.32098765432096,167.18106995884767,189.04320987654316,180.04115226337444,177.46913580246908,173.61111111111106,162.037037037037,479.68106995884756,158.17901234567893,137.60288065843616,133.74485596707814,140.1748971193415,0.0,145.3189300411522,0.0,114.45473251028801,0.0,93.87860082304522,83.59053497942382,77.16049382716045,46.296296296296276,0.0,23.148148148148138,23.148148148148138,11.57407407407407,6.430041152263373,1.2860082304526745,0.0,0.0,0.0,0.0,0.0,119.5987654320987,19.290123456790116,19.290123456790116,19.290123456790116,0.0,19.290123456790116,19.290123456790116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.04732510288062,23.14814814814814,23.14814814814814,0.0,23.14814814814814,23.14814814814814,23.14814814814814,19.290123456790116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,276.0631001371741,78.66083676268859,95.5932784636488,0.0,115.09773662551437,257.8446502057612,190.7578875171467,156.46433470507537,180.0411522633744,212.62002743484217,0.0,252.48628257887506,272.63374485596694,310.78532235939633,329.0037722908092,0.0,277.77777777777766,318.5013717421124,333.9334705075445,261.27400548696835,424.8113854595334,212.19135802469128,0.0,202.11762688614533,186.4711934156378,287.6371742112482,189.04320987654316,162.8943758573388,153.46364883401915,174.6827846364883,170.61042524005484,171.25342935528116,154.96399176954728,157.53600823045264,165.895061728395,173.61111111111103,516.1179698216733,226.98045267489704,221.83641975308632,214.76337448559661,207.47599451303148,0.0,174.89711934156372,0.0,92.80692729766798,0.0,66.65809327846361,93.44993141289433,72.87379972565154,61.51406035665291,0.0,50.15432098765429,54.01234567901231,42.22393689986281,31.507201646090518,18.432784636488332,0.0,10.931069958847733,0.0,3.2150205761316863,1.2860082304526745,89.16323731138542,19.93312757201645,23.148148148148135,26.36316872427982,0.0,29.578189300411506,47.58230452674894,16.07510288065843,23.791152263374475,9.645061728395058,6.430041152263372,6.430041152263372,3.215020576131686,0.0,0.0,0.0,0.0,242.84122085048006,34.50788751714677,38.365912208504795,0.0,42.22393689986282,46.081961591220846,49.93998628257887,48.86831275720162,18.64711934156378,0.0,14.789094650205756,0.0,7.073045267489709,3.215020576131686,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,185.47096479195235,46.01051668952901,59.12065614997711,0.0,75.0528692272519,268.5613854595335,137.20993369913117,122.99239826245994,135.9596479195244,150.03429355281202,0.0,166.28800868769997,165.39494741655227,211.76268861454037,204.76108824874245,0.0,194.1515203475079,240.44781664380417,304.0695016003657,261.66695244627334,513.545953360768,269.38300182898934,0.0,258.4519318701416,239.0546410608138,289.53046410608124,218.871456332876,179.5767604023776,171.36059670781887,196.93787151348874,192.36539780521255,189.7219364426154,170.32464563328756,164.64477594878826,163.75171467764056,165.8236168267032,395.2331961591219,223.22959533607673,232.51743255601272,243.66283721993588,253.20073159579323,0.0,231.1957018747141,0.0,136.49548468221303,0.0,79.1966735253772,93.69998856881568,71.30201188843161,54.29812528577957,0.0,49.082647462277066,57.44170096021945,55.334076360310895,56.94158664837674,39.9019775948788,0.0,32.721764974851375,0.0,17.182498856881566,10.681012802926379,120.63471650663004,17.432556012802916,20.754743941472327,22.790923639689062,0.0,26.64894833104708,65.65786465477821,24.434156378600804,53.51223136716962,23.898319615912193,21.1119684499314,29.471021947873783,18.325617283950606,0.0,8.25188614540466,4.286694101508914,2.679183813443071,306.3557384545038,41.00937357110196,46.22485139460447,0.0,52.61917009602194,59.65649291266574,67.33681984453588,62.37139917695471,37.580018289894824,0.0,34.293552812071326,0.0,24.398433927754905,16.50377229080932,0.0,4.179526748971192,15.110596707818923
8,0.0,0.0,0.0,0.0,0.0,0.0,148.30175468678547,30.91182746532539,38.580246913580226,0.0,48.43368960524308,258.2435509068738,105.70273205304063,97.65922687090378,110.48954046639224,123.29603909465013,0.0,135.79294314891015,118.74738035360457,166.5618808108519,138.23993103185484,0.0,124.70112216125584,157.0597088858405,237.55429812528567,192.53210257582674,453.1273814967229,252.31362406645314,0.0,264.8522043133667,267.85289018442296,305.4507696997407,261.66099870446567,212.54858253315032,197.58087562871503,226.14097508001817,215.8886316872427,208.10709114464248,191.47233653406485,183.38120141746677,180.89253734186855,179.62439033683881,324.14551897576575,208.24998094802612,213.83459076360305,224.2000552507239,237.3697321292485,0.0,224.64063214449004,0.0,160.09611720774262,0.0,103.48198635878671,111.03133097088852,90.09797477518666,63.449026444139584,0.0,49.749466544734005,57.929907788446855,54.30407902758723,69.50398186252092,45.516356119493956,0.0,43.11699817101049,0.0,30.81656759640297,24.45797134583141,160.84033493369904,30.20333219021489,33.10875819234871,31.114254686785536,0.0,32.048992150586784,81.30429812528575,25.5475060966316,70.25415333028499,32.17402072854746,32.35858672458465,54.67321101966161,36.347593735711,0.0,24.386526444139598,16.843135573845437,13.574531321444892,307.71319158664824,56.64985329980184,60.4304793476604,0.0,66.75930688919371,74.81471955494587,84.31093773814965,79.38719326322203,48.03478890413045,0.0,46.59398338667884,0.0,41.72977632982776,34.692453513183956,0.0,16.015565462581918,56.79869684499311
9,0.0,0.0,0.0,0.0,0.0,0.0,123.97079649951726,24.716959114464245,29.868930358685144,0.0,36.29897151094851,229.0870849845043,87.41184492963467,80.31200782401052,91.43657439160691,103.42145665040891,0.0,115.89851489864341,95.49008027231616,143.83148687954062,109.14796397906815,0.0,93.22368922420357,114.00720958441288,197.48462346949134,137.3528235025148,372.9185718640449,194.16243554082195,0.0,215.4311858583548,233.3966017629425,274.74533861708056,257.26614496011774,225.35508116140818,218.72757423919103,251.6577201773102,245.2058486384188,236.54513888888874,220.32119246303904,208.62308210130556,203.7618519153583,200.9804622008839,307.00072715033264,211.27051262510787,211.29432759233848,215.02136996392818,221.82451226947103,0.0,201.29997967789453,0.0,150.00750171467757,0.0,103.68441358024685,125.46617798353901,99.87501111365131,77.45123488543408,0.0,61.343386424833575,69.63496418228924,62.042951087232595,78.94463178885327,49.156076944571424,0.0,46.167298557130486,0.0,35.4069025301021,31.49231729157139,165.03573832749063,43.205312007823984,48.23920070619313,46.5711607097495,0.0,46.620775224813265,106.77043641721278,34.62993922420361,89.37757201646087,40.04486739826244,40.22149507188943,74.12309321495704,49.38529600416601,0.0,37.63459425646495,29.98998977544072,27.434842249657045,260.5188725676978,66.47749644363152,69.86120637098,0.0,75.86853185490014,84.18789374079151,94.39459177970832,108.91775262917233,60.9504394655286,0.0,58.88449105827362,0.0,56.96440932530608,53.30385040390182,0.0,33.84900675710002,121.86317189960874
